patent_id,title,abstract,filing_date,year
US25572024B2,Nano Vehicle for Advanced Computing,A nano vehicle for advanced computing that provides enhanced performance and efficiency in modern applications.,2008-09-08,2008
US63477133B2,Robotic Processor for Advanced Computing,A robotic processor for advanced computing that provides enhanced performance and efficiency in modern applications.,2008-04-05,2008
US67317404B2,Robotic Algorithm for Advanced Computing,A robotic algorithm for advanced computing that provides enhanced performance and efficiency in modern applications.,2010-11-23,2010
US54968247B2,Cyber Network for Advanced Computing,A cyber network for advanced computing that provides enhanced performance and efficiency in modern applications.,2011-10-01,2011
US95570272B2,Neural Processor for Advanced Computing,A neural processor for advanced computing that provides enhanced performance and efficiency in modern applications.,2000-07-21,2000
US14107017B2,Cloud Sensor for Advanced Computing,A cloud sensor for advanced computing that provides enhanced performance and efficiency in modern applications.,2006-01-30,2006
US72172308B2,Cyber Processor for Advanced Computing,A cyber processor for advanced computing that provides enhanced performance and efficiency in modern applications.,2001-10-16,2001
US29398217B2,Cloud Sensor for Advanced Computing,A cloud sensor for advanced computing that provides enhanced performance and efficiency in modern applications.,2008-09-27,2008
US76256799B2,Robotic Vehicle for Advanced Computing,A robotic vehicle for advanced computing that provides enhanced performance and efficiency in modern applications.,2006-05-14,2006
US75286538B2,Quantum System for Advanced Computing,A quantum system for advanced computing that provides enhanced performance and efficiency in modern applications.,2014-06-06,2014
US50709181B2,Quantum Sensor for Advanced Computing,A quantum sensor for advanced computing that provides enhanced performance and efficiency in modern applications.,2015-07-02,2015
US93224137B2,Autonomous Fabric for Advanced Computing,A autonomous fabric for advanced computing that provides enhanced performance and efficiency in modern applications.,2014-01-30,2014
US43923728B2,AI Interface for Advanced Computing,A ai interface for advanced computing that provides enhanced performance and efficiency in modern applications.,2003-09-13,2003
US74583474B2,AI System for Advanced Computing,A ai system for advanced computing that provides enhanced performance and efficiency in modern applications.,2004-04-13,2004
US68010372B2,Neural Algorithm for Advanced Computing,A neural algorithm for advanced computing that provides enhanced performance and efficiency in modern applications.,2009-01-14,2009
US33036317B2,Cloud System for Advanced Computing,A cloud system for advanced computing that provides enhanced performance and efficiency in modern applications.,2005-10-19,2005
US41258409B2,Nano Network for Advanced Computing,A nano network for advanced computing that provides enhanced performance and efficiency in modern applications.,2002-07-13,2002
US18015674B2,Neural Interface for Advanced Computing,No abstract provided,2017-04-15,2017
US24500374B2,AI Processor for Advanced Computing,A ai processor for advanced computing that provides enhanced performance and efficiency in modern applications.,2019-03-30,2019
US15169625B2,Robotic Algorithm for Advanced Computing,A robotic algorithm for advanced computing that provides enhanced performance and efficiency in modern applications.,2022-03-03,2022
US18957705B2,Autonomous Interface for Advanced Computing,A autonomous interface for advanced computing that provides enhanced performance and efficiency in modern applications.,2010-10-01,2010
US38415910B2,Cyber Algorithm for Advanced Computing,A cyber algorithm for advanced computing that provides enhanced performance and efficiency in modern applications.,2011-03-25,2011
US94580130B2,Cloud Sensor for Advanced Computing,A cloud sensor for advanced computing that provides enhanced performance and efficiency in modern applications.,2000-01-15,2000
US17170768B2,Quantum Device for Advanced Computing,A quantum device for advanced computing that provides enhanced performance and efficiency in modern applications.,2015-06-25,2015
US52730768B2,Quantum Algorithm for Advanced Computing,A quantum algorithm for advanced computing that provides enhanced performance and efficiency in modern applications.,2011-10-08,2011
US64973177B2,Robotic Device for Advanced Computing,A robotic device for advanced computing that provides enhanced performance and efficiency in modern applications.,2008-10-30,2008
US60005843B2,Neural Sensor for Advanced Computing,A neural sensor for advanced computing that provides enhanced performance and efficiency in modern applications.,2016-12-31,2016
US92453186B2,Nano Device for Advanced Computing,A nano device for advanced computing that provides enhanced performance and efficiency in modern applications.,2017-05-13,2017
US44344120B2,Autonomous System for Advanced Computing,A autonomous system for advanced computing that provides enhanced performance and efficiency in modern applications.,2006-09-08,2006
US81219704B2,Cloud Interface for Advanced Computing,A cloud interface for advanced computing that provides enhanced performance and efficiency in modern applications.,2006-03-18,2006
US42266749B2,Nano Network for Advanced Computing,No abstract provided,2010-04-16,2010
US17784397B2,Nano Interface for Advanced Computing,A nano interface for advanced computing that provides enhanced performance and efficiency in modern applications.,2002-08-09,2002
US37437553B2,AI Interface for Advanced Computing,No abstract provided,2011-11-02,2011
US87519459B2,AI Processor for Advanced Computing,A ai processor for advanced computing that provides enhanced performance and efficiency in modern applications.,2023-05-21,2023
US79639477B2,Blockchain Sensor for Advanced Computing,A blockchain sensor for advanced computing that provides enhanced performance and efficiency in modern applications.,2011-07-23,2011
US95423045B2,Blockchain Algorithm for Advanced Computing,A blockchain algorithm for advanced computing that provides enhanced performance and efficiency in modern applications.,2016-06-05,2016
US29446057B2,Blockchain Interface for Advanced Computing,A blockchain interface for advanced computing that provides enhanced performance and efficiency in modern applications.,2019-04-23,2019
US32786875B2,Cloud Vehicle for Advanced Computing,A cloud vehicle for advanced computing that provides enhanced performance and efficiency in modern applications.,2012-07-13,2012
US30050925B2,Neural Algorithm for Advanced Computing,A neural algorithm for advanced computing that provides enhanced performance and efficiency in modern applications.,2023-12-24,2023
US82711126B2,Cyber Sensor for Advanced Computing,A cyber sensor for advanced computing that provides enhanced performance and efficiency in modern applications.,2012-09-27,2012
